email_address,email_type,email_perm, email_freq
rebecca34@pierce.biz,Home,Opt-Out,14
prestonnicole@example.com,Unknown,Opt-Out,21
theresa71@hotmail.com,Home,Opt-In,1
obrienpeter@example.com,Other,Unkown,21
zbarker@hotmail.com,Personal,Opt-In,21
jonathan46@holden-lyons.com,Work,Opt-In,30
ericaallen@johnson.biz,Home,Opt-In,14
hlivingston@ramos-williams.com,Work,Opt-In,14
helen05@hotmail.com,Personal,Unkown,1
hodgecynthia@rivas-vance.com,Work,Opt-In,21
alexandragray@yahoo.com,Personal,Opt-In,14
sarah44@campbell.net,Home,Opt-Out,21
ginacohen@example.com,Unknown,Opt-Out,21
jeffrey41@hall-kaufman.com,Work,Opt-Out,30
ibarrakyle@example.com,Other,Unkown,21
amypayne@yahoo.com,Home,Opt-In,14
ncharles@riley-davies.biz,Work,Opt-Out,14
donna48@hernandez.org,Work,Opt-Out,30
bakertamara@yahoo.com,Personal,Opt-Out,14
amanda28@lawrence.org,Home,Opt-Out,7
wrightpaul@fritz.com,Home,Opt-In,1
brocksergio@example.net,Other,Opt-In,14
colleen46@example.com,Unknown,Opt-In,21
brownmatthew@example.com,Other,Opt-In,14
henryrichards@example.com,Other,Opt-In,21
haasjose@gmail.com,Home,Opt-Out,14
john91@yahoo.com,Home,Opt-In,21
stantonsean@example.com,Other,Opt-Out,14
hrichards@macdonald.info,Work,Opt-Out,30
vmurray@example.com,Other,Unkown,14
adrian43@sandoval.com,Work,Opt-In,21
gsmith@ward.com,Work,Opt-Out,30
aaron26@example.com,Other,Opt-In,21
jaimemurphy@ortega.net,Home,Opt-In,14
chandlerjonathan@example.com,Unknown,Opt-In,14
dunlapjavier@hotmail.com,Personal,Opt-Out,7
stephanielynch@garcia-delacruz.com,Work,Opt-In,14
walkermitchell@example.org,Other,Opt-Out,21
kevin61@hotmail.com,Personal,Opt-Out,1
jasonhogan@example.com,Other,Unkown,14
owenluke@baker-oliver.com,Work,Opt-In,14
hstewart@example.org,Other,Opt-In,14
paulkenneth@leon.biz,Work,Opt-Out,7
gfarley@example.com,Other,Opt-Out,14
christophersmith@example.com,Unknown,Unkown,14
jose63@example.com,Other,Opt-In,14
campbellsandra@morris.com,Work,Opt-In,7
qthompson@example.net,Unknown,Opt-Out,14
kthompson@yahoo.com,Personal,Opt-In,14
walkertina@example.com,Unknown,Unkown,21
rachelgarcia@example.com,Other,Opt-In,14
davistravis@yahoo.com,Home,Opt-In,7
jessica48@gray.com,Work,Opt-In,7
robert37@yahoo.com,Home,Unkown,7
ichapman@morales-freeman.com,Home,Opt-In,21
gsullivan@snyder-garrison.com,Home,Unkown,14
daviselizabeth@example.org,Other,Unkown,14
scottpage@hotmail.com,Home,Opt-Out,21
mayana@reeves.net,Work,Opt-Out,30
williamsmith@example.net,Other,Opt-In,14
iharper@example.net,Other,Unkown,14
murraynicholas@torres-patterson.com,Home,Opt-In,1
joseph18@gmail.com,Home,Opt-Out,7
james37@kent.info,Work,Opt-In,14
johnsonanthony@gmail.com,Home,Opt-Out,14
sosapam@whitaker.info,Work,Opt-Out,14
ferrelljohn@gmail.com,Home,Opt-Out,14
hannahvalentine@gmail.com,Personal,Opt-In,7
karen73@gmail.com,Personal,Opt-In,7
qpark@example.com,Other,Unkown,21
guerramallory@example.org,Other,Opt-In,14
sarah96@example.org,Unknown,Unkown,21
lopezjacob@mcdonald.com,Work,Opt-In,21
michaelgray@gmail.com,Personal,Opt-Out,1
pjones@yahoo.com,Personal,Opt-Out,14
owhite@hotmail.com,Home,Opt-Out,7
amberrivera@rosales.com,Work,Opt-In,14
gary73@example.net,Other,Opt-Out,14
veronica07@myers.org,Home,Opt-Out,21
jose78@example.org,Other,Opt-Out,21
richard68@example.com,Unknown,Opt-Out,21
curtisramirez@hotmail.com,Personal,Unkown,14
rdaniels@ramos.info,Home,Opt-Out,14
candrews@example.net,Unknown,Opt-Out,14
stephensdavid@smith-brady.com,Work,Opt-Out,21
hannahpeck@gmail.com,Personal,Opt-In,14
melissa08@rice.org,Work,Opt-Out,14
aprilhooper@example.net,Unknown,Unkown,14
fcameron@yahoo.com,Home,Opt-In,7
amy74@example.net,Unknown,Opt-In,21
lisajenkins@fields.com,Home,Opt-In,7
stephaniestewart@crawford.info,Work,Opt-Out,21
michaelnewton@example.org,Unknown,Unkown,14
singram@example.net,Other,Opt-In,21
qphillips@example.com,Other,Opt-In,14
jenniferbryant@hotmail.com,Personal,Opt-In,21
triciabradley@yahoo.com,Personal,Opt-In,21
dylanperez@yahoo.com,Personal,Opt-Out,1
scott65@example.com,Unknown,Unkown,14
jamiesnyder@example.com,Unknown,Opt-In,14
hamiltonjamie@yahoo.com,Home,Unkown,7
garycooper@yahoo.com,Personal,Opt-In,1
briana42@hotmail.com,Personal,Opt-In,7
michaelray@gmail.com,Personal,Unkown,1
dakota78@rhodes-johnson.com,Work,Opt-Out,30
gary39@santiago.com,Work,Opt-Out,14
mariavelazquez@howell.com,Work,Opt-Out,21
cbrown@mendez-johnson.com,Home,Opt-In,7
rgonzalez@example.net,Unknown,Opt-In,14
whitemonica@cook.org,Work,Opt-In,7
taramanning@yahoo.com,Home,Opt-In,21
fernandezamber@example.com,Other,Opt-In,14
ryancruz@jones-fritz.net,Work,Opt-In,7
uherman@gmail.com,Home,Opt-In,1
edwardfrye@example.net,Unknown,Opt-In,21
vcarlson@example.net,Unknown,Opt-In,14
jperkins@example.com,Other,Opt-In,14
lewisjames@example.net,Other,Opt-Out,21
cnunez@example.org,Unknown,Opt-In,14
stephaniepena@gmail.com,Personal,Opt-In,1
shawn58@example.com,Other,Opt-In,14
timothy23@yahoo.com,Personal,Opt-Out,14
hjohnson@example.org,Other,Opt-In,14
graymarilyn@yahoo.com,Personal,Opt-In,14
rperez@rose-horn.com,Work,Opt-Out,30
jenningstyrone@example.com,Unknown,Opt-Out,14
anthonysmith@blanchard-lopez.org,Work,Opt-Out,21
martinjohnson@gmail.com,Personal,Opt-Out,14
rgilbert@gmail.com,Personal,Opt-Out,14
christopherhanson@johnson.com,Work,Opt-In,7
grossjessica@gmail.com,Home,Opt-Out,7
scottkelly@example.org,Other,Opt-Out,21
neil75@example.org,Unknown,Opt-In,14
oadams@gmail.com,Home,Unkown,1
fevans@griffin.biz,Work,Opt-Out,14
amandaryan@bowers.org,Home,Opt-In,14
brownamy@example.net,Unknown,Opt-In,21
patrick77@peters-bradley.com,Home,Unkown,14
cummingssharon@yahoo.com,Personal,Opt-Out,1
rwhite@jackson.info,Home,Opt-Out,14
jenningsvictoria@hotmail.com,Home,Opt-In,14
jonesdiana@yahoo.com,Personal,Opt-Out,21
kyle60@example.net,Other,Opt-Out,14
vwilliams@buckley.com,Work,Opt-Out,21
bgarcia@griffin-blackburn.net,Work,Opt-In,7
keith14@gmail.com,Home,Opt-Out,7
wroberts@example.com,Other,Unkown,21
rachel97@example.net,Other,Opt-In,14
jennacalderon@example.com,Unknown,Opt-In,14
karla65@rasmussen.com,Work,Opt-In,21
rodrigueznicholas@butler.org,Home,Opt-In,7
janice96@gmail.com,Personal,Opt-Out,7
leblancmelissa@example.org,Other,Unkown,14
erin13@fernandez.com,Home,Opt-Out,7
burkejoseph@example.net,Other,Opt-Out,14
lhouston@gmail.com,Personal,Opt-In,21
michael98@williams.com,Home,Opt-Out,21
gregorycollins@dean.info,Work,Opt-Out,30
rsanders@lamb.com,Work,Opt-Out,7
garyarias@yahoo.com,Personal,Opt-In,7
jamescastro@yahoo.com,Personal,Opt-In,7
karlperez@example.net,Unknown,Opt-Out,21
lisawhite@hotmail.com,Home,Opt-In,7
kevinmays@example.net,Unknown,Opt-Out,14
jensenbrandon@yahoo.com,Personal,Opt-In,21
jimmy20@wyatt-bailey.com,Work,Opt-Out,14
leekatrina@wallace-hunter.net,Work,Opt-In,21
collinsbarbara@example.com,Unknown,Opt-In,21
darrellvaughan@example.com,Other,Opt-Out,21
ojohnson@example.com,Unknown,Opt-In,14
rachel02@example.org,Unknown,Unkown,14
kjones@example.org,Other,Unkown,14
jacksonmanning@walker.com,Home,Opt-In,14
wbell@hotmail.com,Personal,Unkown,14
riveramichael@bradshaw-mcneil.com,Work,Opt-In,7
barbarapatel@example.org,Unknown,Opt-In,21
schmidtsamantha@example.net,Unknown,Opt-In,21
antoniocarroll@davila.net,Home,Opt-In,1
epowers@example.org,Unknown,Opt-Out,21
brooksmichael@example.com,Unknown,Opt-In,21
adamsrobert@example.com,Other,Opt-Out,21
scottconley@oneill.biz,Work,Opt-Out,21
lparker@hotmail.com,Personal,Unkown,14
xjones@hotmail.com,Personal,Opt-Out,7
jeremyroberts@williams.net,Home,Opt-Out,14
zkent@example.org,Other,Opt-In,14
williesmith@gmail.com,Personal,Opt-In,14
bgarrett@gmail.com,Personal,Opt-Out,21
stephensrobert@example.net,Unknown,Opt-Out,21
alicia92@yahoo.com,Home,Opt-In,1
cshaw@yahoo.com,Personal,Unkown,14
williamstracy@ferguson.com,Work,Opt-In,14
kerryturner@example.net,Unknown,Unkown,21
vmaxwell@hernandez.net,Work,Opt-In,7
stephen92@tapia-boyd.org,Home,Opt-In,21
allisonjohnson@jones-lowe.com,Work,Opt-In,7
crobertson@gmail.com,Personal,Unkown,21
joshua20@example.org,Other,Opt-Out,21
harrissara@ritter.com,Home,Opt-Out,21
jonesstacey@mcgee.com,Work,Opt-Out,21
morganmichael@gmail.com,Personal,Opt-Out,21
moraleslisa@white.com,Home,Opt-In,1
gwiley@example.org,Other,Opt-In,21
alvarezkevin@example.org,Unknown,Unkown,21
reginavaldez@franco.org,Work,Opt-Out,21
luiswilliams@russo-guzman.com,Work,Opt-In,21
michellerichardson@hotmail.com,Home,Opt-In,7
wheelerbrian@taylor.com,Work,Opt-In,21
powelllauren@gmail.com,Home,Opt-Out,14
emelendez@yahoo.com,Home,Opt-In,14
zmerritt@yahoo.com,Personal,Opt-In,14
ystevens@howard-hutchinson.com,Work,Opt-Out,21
moralescameron@yahoo.com,Personal,Unkown,1
wellsmatthew@example.org,Unknown,Opt-In,21
meganjackson@example.org,Unknown,Unkown,14
brendaolson@gmail.com,Home,Opt-In,21
ashleyjordan@hotmail.com,Personal,Opt-In,21
victoria07@example.org,Unknown,Unkown,21
alexis49@example.com,Other,Unkown,14
tiffany49@example.org,Unknown,Unkown,14
eosborne@hall.com,Work,Opt-In,21
vanessaburns@yahoo.com,Personal,Opt-In,7
dana84@turner.net,Work,Opt-In,21
brianreeves@example.com,Unknown,Opt-Out,14
thomassawyer@jackson.biz,Home,Unkown,14
rgill@example.org,Other,Opt-Out,14
kkeller@butler.info,Work,Opt-Out,7
stephenalexander@jensen.com,Work,Opt-Out,21
nharris@gmail.com,Personal,Unkown,21
clairemolina@yahoo.com,Home,Opt-Out,1
stephanie59@example.org,Other,Opt-In,21
jtaylor@example.com,Other,Opt-Out,21
sevans@burke.org,Work,Opt-In,30
davidharris@example.org,Unknown,Opt-Out,21
kendra68@example.org,Unknown,Opt-Out,14
shawgabriel@example.net,Other,Opt-In,21
ayaladaniel@yahoo.com,Personal,Opt-In,1
miguelmedina@yahoo.com,Home,Opt-Out,1
vhenderson@johnson.com,Home,Unkown,14
jennifer58@example.com,Unknown,Opt-In,21
charleslee@example.com,Unknown,Opt-In,21
stuartjennifer@johnson-gentry.com,Work,Opt-In,21
cpetersen@walsh.com,Home,Opt-Out,1
brownadrian@watson-brown.info,Work,Opt-In,7
nathaniel55@example.org,Other,Opt-In,14
simonjerry@example.net,Unknown,Unkown,14
dennisbennett@example.com,Unknown,Opt-In,21
heathermay@massey-hernandez.com,Work,Opt-Out,30
cingram@gmail.com,Personal,Opt-In,21
philip24@example.org,Unknown,Opt-Out,14
tgross@hotmail.com,Personal,Opt-In,21
bharrison@example.net,Other,Opt-In,21
fmckenzie@example.org,Unknown,Opt-Out,14
gwalker@wood-bishop.info,Work,Opt-In,7
troymcmahon@molina-cook.com,Work,Opt-Out,14
erica20@example.com,Other,Opt-In,14
elizabethrodriguez@example.org,Unknown,Opt-In,14
owilliams@gmail.com,Personal,Opt-In,7
joshuasoto@example.net,Other,Unkown,21
justin37@example.com,Other,Opt-Out,21
yaguirre@example.org,Other,Opt-Out,21
dennisconner@gmail.com,Personal,Opt-In,7
feliciaroach@example.org,Other,Unkown,14
wayne24@example.com,Unknown,Unkown,14
dylanwalker@morgan.com,Home,Opt-In,21
ycarlson@gmail.com,Personal,Opt-In,7
carrie35@example.net,Other,Unkown,21
nenglish@example.net,Unknown,Unkown,21
scott39@example.org,Other,Opt-In,21
mhoward@gmail.com,Personal,Opt-Out,21
randolphelaine@yahoo.com,Home,Opt-In,7
ygray@leonard.com,Home,Opt-Out,21
stevensjoseph@hotmail.com,Personal,Opt-In,21
kathleenduncan@hotmail.com,Home,Opt-Out,7
milleramber@davis.net,Work,Opt-Out,7
charles50@example.com,Unknown,Opt-In,14
ryan84@gmail.com,Personal,Opt-Out,14
briannelson@gmail.com,Home,Opt-Out,21
franklinburnett@holmes.com,Work,Opt-Out,14
travis84@hotmail.com,Home,Opt-In,7
heather87@yahoo.com,Personal,Unkown,21
samuel73@hotmail.com,Personal,Opt-In,7
valenciapatrick@example.org,Other,Opt-In,21
sarahtaylor@example.net,Unknown,Unkown,14
jramos@example.com,Unknown,Opt-Out,14
michaelmack@gardner.org,Home,Opt-In,1
aguirrekaren@example.org,Unknown,Opt-Out,21
taylorjessica@example.org,Other,Opt-In,14
kyle69@hanna.com,Work,Opt-In,7
cynthia19@example.net,Unknown,Opt-Out,21
jennifer18@example.com,Other,Opt-In,14
saguilar@gmail.com,Home,Opt-In,21
mary79@example.com,Unknown,Opt-Out,21
laura45@example.org,Unknown,Opt-In,21
jenniferfischer@hotmail.com,Home,Unkown,7
inixon@example.net,Other,Unkown,14
whiteedgar@example.org,Unknown,Opt-In,14
lfields@ball.net,Work,Opt-Out,14
qhaney@patterson.biz,Work,Opt-Out,7
ericaflynn@example.com,Unknown,Unkown,14
oortiz@example.net,Other,Opt-In,21
davisvalerie@rodriguez.com,Work,Opt-In,30
carl07@yahoo.com,Personal,Unkown,1
shannonanderson@thomas.com,Work,Opt-Out,7
marilynsimon@cox.com,Work,Opt-Out,30
amberbryant@yahoo.com,Personal,Unkown,7
wwagner@taylor.org,Work,Opt-Out,21
amy93@yahoo.com,Home,Opt-Out,14
nicole69@lopez.com,Work,Opt-Out,7
robyn45@yahoo.com,Home,Opt-In,1
elizabethbanks@foster-garner.com,Home,Opt-In,1
qshannon@example.com,Unknown,Opt-Out,21
frederick60@example.org,Other,Opt-In,21
ryan60@example.org,Other,Opt-In,21
cgreen@brooks.com,Home,Unkown,1
tporter@merritt.net,Work,Opt-In,30
emilythompson@carrillo-montoya.biz,Work,Opt-Out,30
onunez@hotmail.com,Home,Opt-In,14
tlewis@yahoo.com,Home,Opt-In,1
grossmichael@yahoo.com,Personal,Opt-Out,14
meyerandrew@turner.biz,Home,Opt-Out,14
ijenkins@example.net,Other,Unkown,21
clewis@example.com,Unknown,Opt-In,21
hannahcrawford@schaefer-jackson.com,Work,Opt-In,14
washingtonmary@branch.net,Home,Opt-In,21
schwartzrachel@king.com,Home,Opt-In,21
kmiller@example.org,Unknown,Unkown,21
markvillegas@hotmail.com,Home,Opt-Out,1
taylorsteve@example.org,Other,Unkown,14
ephillips@example.com,Other,Opt-In,21
dmoore@example.org,Other,Opt-Out,21
melissa46@hotmail.com,Home,Opt-In,7
joshuahernandez@cherry-bauer.org,Work,Opt-In,14
cruzdebra@molina.net,Work,Opt-Out,30
zsimpson@example.net,Other,Opt-In,21
simpsondustin@hotmail.com,Personal,Opt-Out,1
bryantheather@example.com,Other,Unkown,14
smartinez@example.com,Other,Unkown,21
jesse75@example.org,Unknown,Unkown,21
zanderson@martin.org,Work,Opt-Out,30
aoliver@parrish-holloway.com,Work,Opt-Out,14
mary77@rowe.com,Work,Opt-In,21
patricia29@gmail.com,Home,Opt-Out,14
paul19@hotmail.com,Personal,Opt-In,14
alyssataylor@yahoo.com,Home,Unkown,21
bethanywilliams@example.net,Other,Opt-Out,14
jeffrey49@example.org,Other,Opt-Out,21
george23@example.org,Other,Opt-In,14
jamesharris@example.org,Unknown,Opt-In,14
ambermartin@thomas.biz,Work,Opt-In,21
melissa43@hotmail.com,Personal,Unkown,1
hperez@example.net,Other,Opt-In,21
codyparker@morgan.com,Work,Opt-Out,7
dwaynehoward@hotmail.com,Home,Unkown,21
beth08@wood-rodriguez.com,Work,Opt-Out,21
ostewart@example.com,Other,Opt-Out,21
williamsjulia@ayala-martin.net,Work,Opt-In,21
mark24@example.com,Other,Opt-Out,14
jglass@example.org,Other,Opt-In,21
myerskenneth@example.com,Unknown,Unkown,21
robert82@torres-morgan.com,Home,Opt-In,7
hendrixjeremy@example.net,Other,Unkown,21
brucekoch@example.net,Unknown,Unkown,21
usmith@gmail.com,Personal,Opt-Out,14
molly43@yahoo.com,Home,Opt-Out,21
wstone@example.net,Other,Opt-In,14
wilsonangela@example.org,Other,Unkown,21
lwilliamson@example.org,Unknown,Opt-Out,14
morenodenise@gmail.com,Home,Unkown,7
amandamcdaniel@hotmail.com,Personal,Opt-In,14
lkelly@walsh-carlson.com,Work,Opt-Out,30
slopez@fernandez-lara.com,Work,Opt-In,30
vmartinez@baker.org,Work,Opt-Out,7
halvarez@gmail.com,Personal,Unkown,21
ogomez@example.org,Other,Opt-In,21
bryanleonard@brown.com,Home,Opt-Out,21
sarah15@little.biz,Home,Unkown,21
michael45@example.net,Unknown,Opt-In,21
amyers@gmail.com,Personal,Opt-In,21
melissa99@hotmail.com,Personal,Opt-In,1
gonzalezpaige@example.net,Other,Opt-Out,21
alexiscisneros@example.org,Unknown,Opt-In,21
andrea48@gmail.com,Home,Opt-In,14
kimbarry@higgins.com,Home,Opt-In,7
lashley@example.org,Other,Opt-In,21
andersonrobert@riddle.info,Work,Opt-Out,14
arroyoshelly@gmail.com,Personal,Opt-Out,21
johnhutchinson@example.com,Unknown,Opt-In,21
portertabitha@example.net,Other,Opt-In,21
heather19@jackson-thompson.com,Work,Opt-In,7
youngsara@hotmail.com,Personal,Unkown,21
andrewsjeffrey@gmail.com,Personal,Opt-In,14
normanrandall@gmail.com,Personal,Opt-Out,1
astevens@gmail.com,Home,Opt-Out,21
james84@yahoo.com,Personal,Opt-In,1
veronicamiller@davies-ellis.com,Work,Opt-In,30
crosario@example.net,Other,Unkown,21
david96@yahoo.com,Home,Opt-In,7
sabrinamatthews@thomas-fuller.com,Home,Opt-Out,1
tinamitchell@example.net,Other,Opt-In,21
whitepamela@example.com,Unknown,Opt-In,21
pgreen@gmail.com,Personal,Opt-Out,1
lkhan@example.net,Other,Unkown,14
beckyyoung@example.net,Unknown,Unkown,21
anthony90@example.com,Unknown,Opt-In,14
elizabethhorton@townsend.net,Work,Opt-In,21
bfry@snyder.com,Work,Opt-In,21
lspencer@hotmail.com,Personal,Opt-In,14
floreslisa@example.com,Unknown,Opt-Out,21
heatherkeller@perkins.biz,Work,Opt-Out,7
sarah27@washington.net,Work,Opt-In,7
thomas23@smith-torres.info,Work,Opt-Out,30
andrew81@archer-davis.com,Work,Opt-In,14
brownkevin@hotmail.com,Personal,Opt-Out,7
mccoywendy@gilbert.com,Home,Opt-In,7
uhenderson@example.net,Other,Opt-In,14
darryl21@jordan-acevedo.com,Work,Opt-Out,30
shannonjohnston@example.net,Other,Opt-In,21
hobbsangela@example.org,Other,Opt-In,21
rgarcia@hotmail.com,Personal,Opt-In,21
michael85@garcia.com,Work,Opt-In,21
nicholasbaxter@yahoo.com,Personal,Unkown,7
victoria12@hotmail.com,Personal,Unkown,1
ayalamatthew@hotmail.com,Home,Opt-Out,14
emcknight@gmail.com,Home,Opt-In,14
ericazamora@gmail.com,Personal,Unkown,14
cohenthomas@example.com,Other,Opt-In,21
juliepetersen@hotmail.com,Personal,Opt-In,1
ubradley@example.com,Other,Opt-Out,21
dalepatterson@hotmail.com,Personal,Opt-In,1
daviesrichard@price-lopez.com,Work,Opt-Out,14
raymondbrenda@gmail.com,Personal,Opt-In,7
cboyd@example.com,Other,Unkown,14
chelseabradley@hotmail.com,Personal,Opt-In,1
virginia96@caldwell.net,Work,Opt-In,7
jenkinstaylor@hotmail.com,Personal,Opt-In,1
ugarcia@hahn-anderson.org,Home,Opt-In,21
barbaraswanson@example.net,Unknown,Opt-In,14
hunter72@hotmail.com,Personal,Opt-Out,7
juliemosley@example.net,Unknown,Opt-In,21
jennifer35@gmail.com,Personal,Opt-In,21
jasonbrandt@example.com,Unknown,Opt-In,21
micheal85@example.org,Unknown,Opt-Out,14
kyle88@mooney-valdez.com,Work,Opt-In,21
vanessaking@example.com,Unknown,Opt-In,14
ladams@madden.com,Home,Opt-In,7
elizabeth93@example.com,Unknown,Opt-In,14
heidiallen@hotmail.com,Personal,Unkown,14
danielssharon@example.com,Unknown,Unkown,14
sydneyhall@example.com,Unknown,Opt-In,21
hgraham@gmail.com,Personal,Opt-In,1
kdeleon@yahoo.com,Personal,Opt-Out,14
darlenenorton@example.com,Other,Opt-In,14
james45@gmail.com,Personal,Opt-In,7
walkerrebecca@harris-coleman.com,Home,Unkown,14
williamsalison@gmail.com,Personal,Opt-In,21
matthewkent@example.net,Other,Opt-In,14
claudia81@example.com,Other,Opt-Out,21
nathan80@bennett.info,Home,Opt-In,7
evansdaniel@hotmail.com,Home,Unkown,14
rickycosta@escobar.com,Work,Opt-In,14
susan67@example.org,Other,Opt-Out,14
amyblanchard@hotmail.com,Home,Opt-In,1
grahampatricia@example.com,Unknown,Unkown,21
dsmith@example.com,Other,Opt-In,14
piercematthew@hotmail.com,Home,Opt-In,1
karenbutler@yahoo.com,Personal,Opt-In,14
leejennifer@hotmail.com,Personal,Opt-Out,7
dylan72@gmail.com,Personal,Opt-In,21
gibsonshannon@rivera-flynn.com,Work,Opt-In,7
vbrown@hotmail.com,Personal,Opt-In,7
davisann@example.net,Unknown,Unkown,21
iharris@hotmail.com,Personal,Opt-Out,7
robertfields@example.net,Other,Unkown,21
parksjoshua@miller.biz,Work,Opt-Out,21
ericfigueroa@example.com,Other,Opt-Out,21
qcarpenter@hotmail.com,Home,Unkown,1
uhancock@burns.com,Home,Opt-Out,14
mallorysingh@example.com,Other,Unkown,21
nbrooks@example.org,Unknown,Opt-In,14
nicole74@example.com,Unknown,Opt-Out,14
davidsmith@yahoo.com,Personal,Opt-In,21
rojasnatalie@rose.org,Work,Opt-In,21
jacklewis@example.com,Unknown,Unkown,14
llopez@yahoo.com,Personal,Opt-Out,21
samantha73@yahoo.com,Personal,Opt-In,7
tcruz@howard.org,Work,Opt-In,14
danielowens@example.net,Unknown,Opt-In,21
obrennan@hotmail.com,Home,Unkown,14
carias@example.net,Unknown,Opt-In,21
jasonrussell@example.net,Unknown,Unkown,14
lopezcrystal@dudley-davis.biz,Work,Opt-In,14
julia22@yahoo.com,Home,Opt-In,1
rholt@example.com,Other,Opt-In,14
jackhernandez@example.com,Other,Opt-In,21
nwatts@example.org,Other,Opt-In,14
gwhitaker@berger-smith.com,Home,Opt-In,21
danielrobbins@yahoo.com,Personal,Opt-In,21
williamsheidi@malone.com,Work,Opt-In,14
mary16@example.net,Unknown,Opt-Out,14
lkirk@example.org,Unknown,Opt-In,14
deannahall@example.net,Other,Opt-Out,21
thomassheila@richardson.com,Work,Opt-Out,14
mromero@allison-smith.com,Home,Opt-In,21
andersonbeth@bell.org,Home,Opt-In,14
davisscott@example.org,Other,Unkown,14
vegachristopher@yahoo.com,Home,Unkown,7
kimberlybullock@yahoo.com,Personal,Opt-Out,21
amymann@hotmail.com,Personal,Unkown,7
hboyer@robertson.com,Work,Opt-Out,7
robert09@example.net,Other,Opt-In,14
martha17@example.org,Other,Opt-Out,14
torresfrancisco@gmail.com,Personal,Opt-In,21
michael68@example.org,Other,Opt-In,21
dicksonjulia@stanley-hester.com,Work,Opt-In,14
qreynolds@example.org,Other,Opt-In,14
dbell@hotmail.com,Personal,Opt-In,7
david93@richards.com,Work,Opt-In,7
wlynch@hotmail.com,Home,Unkown,21
mcfarlandchristopher@example.org,Other,Opt-Out,14
sarah44@french.com,Work,Opt-Out,30
sonya38@cole.com,Home,Opt-In,14
tom93@example.net,Other,Opt-Out,14
pjohnson@example.org,Unknown,Opt-In,21
mitchellbrian@johns.info,Work,Opt-In,14
asalazar@peters.com,Work,Opt-Out,21
vfloyd@hotmail.com,Home,Opt-Out,1
jcarey@example.org,Unknown,Opt-In,21
robert18@yahoo.com,Home,Opt-In,14
uperez@example.org,Unknown,Opt-In,21
shannonmartinez@hotmail.com,Home,Opt-In,1
lori98@long.com,Work,Opt-In,14
michaelhill@gmail.com,Personal,Opt-In,21
vmartinez@morton.com,Home,Unkown,14
carla96@gmail.com,Personal,Opt-In,1
gwilkerson@parker.info,Home,Unkown,7
tanya88@allen.org,Work,Opt-In,7
arosario@yahoo.com,Personal,Unkown,14
jamieoliver@hotmail.com,Home,Opt-In,1
martinezjared@white.com,Work,Opt-Out,30
huangscott@gmail.com,Home,Opt-In,21
esimon@example.com,Unknown,Opt-In,21
ujennings@example.net,Other,Opt-In,21
william57@gmail.com,Personal,Opt-In,21
jordanking@schwartz.com,Work,Opt-In,21
mathisalyssa@gmail.com,Personal,Unkown,21
adamsrobert@hotmail.com,Personal,Opt-In,14
robert69@ward.org,Work,Opt-Out,30
vmartinez@tucker.com,Work,Opt-In,30
sharoncooper@yahoo.com,Home,Unkown,14
kennethkelly@sanchez.com,Work,Opt-In,14
barbaramorris@rodriguez-hernandez.com,Work,Opt-Out,7
ericmartinez@kline.info,Home,Opt-In,7
millershelby@mckee.org,Work,Opt-Out,7
rosalesdeborah@thompson-deleon.com,Home,Opt-In,1
tina71@hernandez-burke.com,Home,Opt-In,7
douglaswolfe@pineda.net,Work,Opt-Out,30
rachaeldickerson@example.net,Other,Opt-In,14
ubrooks@vega.info,Work,Opt-In,30
karenfrancis@example.org,Other,Unkown,14
markjones@example.org,Other,Opt-In,14
colerobyn@example.org,Unknown,Unkown,14
wallerbradley@cobb.com,Work,Opt-Out,21
davidmary@example.com,Other,Opt-In,14
martinezjared@hotmail.com,Home,Opt-In,21
kyle87@brooks-hansen.net,Home,Unkown,1
edward27@example.com,Other,Opt-In,21
davismichael@example.org,Unknown,Opt-In,21
gallegosmia@floyd-thomas.net,Home,Opt-In,7
ksanchez@black.com,Work,Opt-Out,21
dustin56@hotmail.com,Personal,Opt-In,7
benjamin00@hotmail.com,Personal,Opt-In,21
donovaneric@murphy.info,Work,Opt-Out,7
wilsonbrian@example.net,Other,Opt-Out,14
clarkadam@example.org,Unknown,Opt-In,21
briggsnoah@example.net,Unknown,Opt-Out,14
dianeburton@hotmail.com,Home,Opt-In,7
daughertybrendan@example.net,Other,Opt-Out,14
ihouston@example.net,Other,Opt-In,21
ashleypowell@gmail.com,Home,Opt-In,14
mhughes@example.org,Other,Opt-In,14
wrightann@example.org,Unknown,Opt-In,14
laura25@black.net,Home,Unkown,7
adamrojas@yahoo.com,Personal,Opt-Out,21
suzanne57@lee.net,Home,Opt-In,7
shelbysims@example.org,Unknown,Unkown,21
johnsonsean@example.com,Unknown,Opt-In,14
johnsonmelissa@example.com,Other,Unkown,14
carlawade@hotmail.com,Personal,Opt-In,1
austinbowers@hotmail.com,Personal,Opt-Out,21
ykeith@example.com,Unknown,Unkown,14
ifitzgerald@hunt.com,Work,Opt-In,21
bwhitaker@hotmail.com,Personal,Opt-In,7
noahbrown@example.net,Unknown,Opt-In,14
monicawatkins@clark.com,Work,Opt-Out,21
laura30@gmail.com,Personal,Opt-Out,1
guerradeborah@garrett.info,Home,Opt-In,14
wilsonjesse@example.com,Unknown,Opt-In,21
dboyd@example.com,Unknown,Opt-Out,14
harveysteven@hotmail.com,Personal,Opt-In,14
