customer_id,first_name,last_name,user_name,gender,ssn,birthdate,job,creditcard,ethnicity,married,income,education,source_id
10002,Samantha,Evans,evansntha702,F,251-77-9402,1968-01-06,Contracting civil engineer,340874945533906|06/31|Diners Club,Latino,M,1000000,AA,41
10003,Joyce,Robinson,robinoyce968,F,142-59-6963,1990-12-18,Sub,4275535758545698|01/26|JCB 16 digit,Black,D,300000,BA,11
10004,Thomas,Baxter,baxteomas166,M,741-47-6676,1925-07-08,Psychologist sport and exercise,342058682251470|06/31|VISA 19 digit,Indian,M,550000,BA,20
10005,Anthony,Harvey,harvehony652,U,840-41-6897,1909-10-15,Art gallery manager,6510832701031870|06/31|Diners Club,White,D,50000,BA,5
10006,Wyatt,Lindsey,lindsyatt548,M,556-96-7734,2009-10-19,Surveyor building control,4876279909289392|03/22|Mastercard,Black,M,900000,BA,27
10007,Joseph,Bennett,benneseph731,M,054-40-8812,1918-12-19,Pharmacist community,3579104669971124|01/23|Diners Club,White,U,450000,MA,27
10008,Erica,Wells,wellsrica384,F,410-71-0898,1977-05-21,Personnel officer,4833354121469|10/30|JCB 15 digit,Other,U,350000,BA,3
10009,Casey,Brown,brownasey133,F,784-17-2818,1932-03-25,Chief Strategy Officer,4157879780243267|10/28|Maestro,Other,D,300000,BA,20
10010,Andrew,Thomas,thomadrew771,M,170-77-6860,2001-12-26,Mining engineer,060496555156|09/22|JCB 16 digit,Latino,M,350000,BA,5
10011,Aaron,French,frencaron254,M,758-56-1932,1928-11-08,Teacher English as a foreign language,374250236393814|09/25|VISA 16 digit,White,M,900000,MA,18
10012,Zachary,Turner,turnehary648,M,242-56-9083,1999-12-04,Futures trader,340664531483040|05/28|Diners Club,Asian,U,300000,BA,41
10013,Ryan,Freeman,freemryan096,M,857-08-9117,1967-12-19,International aid/development worker,4094559091118475618|01/31|VISA 16 digit,Black,M,600000,BA,13
10014,Michael,Neal,nealhael362,M,183-16-4381,1951-12-01,Television camera operator,180026121621665|12/23|JCB 15 digit,White,M,400000,MA,26
10015,Crystal,Kennedy,kennestal084,F,544-48-5095,1917-04-15,Designer jewellery,4549148715391642|01/26|JCB 16 digit,White,M,500000,MA,30
10016,Savannah,Evans,evansnnah431,F,541-12-2307,1912-11-01,Operational investment banker,4731655845559086|12/27|VISA 19 digit,Other,M,800000,HS,42
10017,John,Sheppard,sheppjohn478,U,599-37-0553,1948-08-25,Information systems manager,6011508492124512|06/28|Mastercard,White,M,325000,BA,21
10018,Adam,Edwards,edwaradam747,M,710-83-1218,1975-12-19,Journalist newspaper,4805929822634233|02/29|VISA 13 digit,Indian,D,325000,BA,7
10019,Angela,Campos,campogela309,F,799-14-1048,1983-07-30,Production designer theatre/television/film,675951724508|07/30|Diners Club,White,D,125000,BA,37
10020,Stephanie,Neal,nealanie434,F,433-08-3590,1944-04-15,Commissioning editor,675970054440|03/24|Diners Club,Asian,M,275000,HS,4
10021,Michael,Hernandez,hernahael362,M,827-78-2571,2003-09-15,Conservator museum/gallery,342372035597574|09/29|JCB 16 digit,Other,M,200000,HS,23
10022,Michael,Hernandez,hernahael362,M,827-78-2571,2003-09-15,Conservator museum/gallery,342372035597574|09/29|JCB 16 digit,Other,M,200000,HS,23
10023,Alyssa,Skinner,skinnyssa247,F,065-16-5697,1915-02-21,Teacher primary school,4351398458052029|04/27|Discover,Asian,M,100000,AA,8
10024,David,Page,pageavid789,M,493-16-0318,1991-02-20,Theatre director,2555520820572933|04/30|JCB 15 digit,Indian,M,800000,HS,29
10025,Kenneth,Jackson,jacksneth372,M,792-68-5031,1971-01-02,Advertising account executive,4984465788090|10/24|American Express,Black,M,25000,HS,20
10026,Courtney,Bullock,bullotney347,F,078-28-2387,1973-04-30,Academic librarian,4571557476776448|04/26|VISA 19 digit,Indian,M,100000,HS,44
10027,Kellie,Wiggins,wiggillie214,F,120-24-1055,1938-12-05,Public house manager,5345679890959319|11/30|JCB 16 digit,Other,M,900000,MA,32
10028,Eric,Ferguson,fergueric254,M,893-85-1531,1997-02-23,Restaurant manager fast food,2251276273254530|10/26|VISA 16 digit,Latino,M,900000,MA,22
10029,Eric,Ferguson,fergueric254,M,893-85-1531,1997-02-23,Restaurant manager fast food,2251276273254530|10/26|VISA 16 digit,Latino,M,900000,MA,22
10030,Ian,Chavez,chaveian765,U,148-02-2712,1980-02-20,Pharmacist hospital,30380360059323|03/22|JCB 16 digit,Other,M,325000,DR,44
10031,Joseph,Turner,turneseph540,M,001-04-7903,1908-08-05,Toxicologist,30291866042657|09/30|VISA 16 digit,White,M,50000,HS,21
10032,Katelyn,Campbell,campbelyn242,F,867-56-2650,1950-03-24,Scientist clinical (histocompatibility and immunogenetics),560189912986|03/30|JCB 15 digit,Other,M,400000,AA,27
10033,Scott,Thomas,thomacott590,M,034-97-2470,1959-11-13,Arboriculturist,378476681541641|10/30|JCB 16 digit,White,M,700000,AA,23
10034,Ashley,Patel,patelhley195,F,472-27-9181,1910-06-04,Surveyor hydrographic,4252313260210152|01/28|VISA 16 digit,White,D,250000,HS,17
10035,Charles,Freeman,freemrles961,M,381-21-3537,1975-12-11,Engineer automotive,3538105733669966|09/23|Discover,Indian,D,35000,HS,34
10036,Charles,Freeman,freemrles961,M,381-21-3537,1975-12-11,Engineer automotive,3538105733669966|09/23|Discover,Indian,D,35000,HS,34
10037,Elizabeth,Simon,simonbeth964,U,129-52-3952,1967-10-08,Teacher secondary school,4978080565728781|11/28|Mastercard,Latino,M,175000,MA,36
10038,Courtney,Murphy,murphtney784,F,830-60-3633,1973-03-17,Equities trader,30565543812966|07/23|American Express,Other,M,550000,AA,43
10039,Kenneth,Young,youngneth184,M,845-10-8179,2017-01-04,Government social research officer,4336803540181051598|01/26|JCB 16 digit,Black,D,100000,MA,15
10040,David,Morris,morriavid404,M,765-70-2955,1922-08-11,Conservation officer nature,4624185144040767135|02/28|Diners Club,Latino,U,500000,BA,30
10041,David,Morris,morriavid404,M,765-70-2955,1922-08-11,Conservation officer nature,4624185144040767135|02/28|Diners Club,Latino,U,500000,BA,30
10042,Kayla,Beard,beardayla489,U,414-02-9974,1971-12-04,Neurosurgeon,060419403344|05/26|Maestro,White,S,125000,BA,10
10043,Matthew,Cunningham,cunnithew843,U,674-30-5680,2004-07-03,Research scientist (life sciences),4862952406994765|01/27|Discover,White,M,275000,MA,38
10044,Charles,Fowler,fowlerles049,M,373-23-1334,1911-04-24,Industrial/product designer,2259312217575722|11/24|JCB 15 digit,Black,S,700000,BA,4
10045,Victoria,Morris,morrioria960,F,688-91-2931,1980-01-26,Regulatory affairs officer,4017097370403105803|09/27|VISA 13 digit,Black,S,200000,HS,20
10046,Joseph,Price,priceseph377,M,477-94-5217,1932-11-07,Surveyor minerals,3567011283409437|03/31|JCB 16 digit,Indian,M,25000,MA,31
10047,David,Carter,carteavid456,M,834-96-2155,1923-10-08,Dentist,3593620909403448|01/31|VISA 19 digit,Other,M,350000,BA,13
10048,Bradley,Foley,foleydley181,M,728-04-0007,1908-09-04,Sports development officer,4501372297069987654|05/28|Maestro,White,M,100000,HS,3
10049,Raymond,Olson,olsonmond977,M,119-88-6389,1988-06-11,Best boy,6595150677361827|03/24|VISA 16 digit,Asian,M,450000,BA,29
10050,Vernon,Johnson,johnsrnon822,M,461-59-4509,1940-04-25,Orthoptist,6011196862218625|04/22|JCB 16 digit,White,M,700000,DR,43
10051,Megan,Hoover,hooveegan684,F,761-49-0143,1961-12-02,Acupuncturist,676116823011|09/25|VISA 13 digit,White,M,250000,DR,40
10052,Amy,Gardner,gardnamy105,F,822-31-8613,2019-04-10,Engineer agricultural,3592031098370581|12/30|Discover,Indian,M,900000,HS,26
10053,Patrick,Cooper,cooperick961,M,884-90-8062,1993-12-27,Licensed conveyancer,2684683308249129|02/29|Mastercard,White,M,50000,BA,16
10054,Carol,Harris,harriarol249,U,087-40-0258,1937-12-14,Television/film/video producer,345908101156162|05/26|JCB 15 digit,Indian,M,700000,BA,34
10055,Carol,Harris,harriarol249,U,087-40-0258,1937-12-14,Television/film/video producer,345908101156162|05/26|JCB 15 digit,Indian,M,700000,BA,34
10056,Danielle,Hicks,hickselle720,F,693-12-2949,1922-02-19,Landscape architect,349593311752111|04/27|Discover,Other,D,600000,MA,22
10057,Anthony,Tran,tranhony881,M,272-08-5700,1991-06-24,Financial manager,676267278627|04/30|Mastercard,Indian,D,150000,MA,37
10058,Joe,Wilson,wilsojoe769,M,780-44-4370,1925-10-15,Field seismologist,340139192076284|10/27|VISA 13 digit,White,M,150000,DR,31
10059,Bobby,Parsons,parsoobby238,M,288-56-5644,2007-09-12,Scientist research (medical),2255226425607909|08/23|Mastercard,Other,M,900000,DR,32
10060,Cheryl,White,whiteeryl344,F,380-62-7588,1975-12-01,Print production planner,4341653463638037|06/27|Discover,Indian,M,125000,HS,2
10061,Virginia,Gregory,gregoinia500,F,129-92-5915,2017-12-19,Technical author,676241327219|05/27|JCB 15 digit,White,D,125000,MA,9
10062,Marcus,Ortiz,ortizrcus940,M,522-28-8879,1951-05-04,Engineer manufacturing,372606041425616|10/31|VISA 16 digit,Other,M,200000,MA,15
10063,Don,Rose,rosedon269,M,853-13-3725,1933-04-26,Optician dispensing,571314096553|03/24|Maestro,Other,D,450000,BA,43
10064,David,Robinson,robinavid357,M,396-01-7885,1912-11-17,Programmer systems,4054996078122034635|10/25|Discover,Black,S,500000,HS,24
10065,Eric,Houston,housteric514,M,230-98-7073,1949-09-10,Exercise physiologist,6011295915024871|07/27|VISA 16 digit,Latino,M,900000,HS,38
10066,Connie,Martinez,martinnie744,F,471-02-8536,1907-09-23,Geoscientist,213140953128805|12/28|VISA 13 digit,White,M,500000,MA,41
10067,Jennifer,Benson,bensoifer754,U,157-37-8328,2001-07-15,Therapist occupational,3537525448726895|01/25|VISA 16 digit,Asian,M,325000,MA,16
10068,Edward,Proctor,proctward809,M,698-43-8038,1948-02-07,Sports administrator,3575306828303255|02/25|Discover,Other,M,25000,HS,32
10069,Derek,Ramirez,ramirerek764,M,117-62-8277,1906-04-04,Charity officer,4115846019111343|12/25|JCB 15 digit,White,D,150000,AA,10
10070,Daniel,Lopez,lopezniel905,M,104-78-6784,1973-10-08,Special effects artist,4229043554044674|03/26|JCB 16 digit,Latino,M,500000,MA,31
10071,Brian,Lopez,lopezrian387,M,490-84-7074,1978-07-20,Editor magazine features,3521573573340452|05/22|JCB 16 digit,Other,D,350000,DR,39
10072,Lindsey,Smith,smithdsey351,F,618-78-9364,1931-01-20,Scientist research (maths),3592898889297235|12/29|Diners Club,Indian,M,300000,HS,26
10073,Lindsey,Smith,smithdsey351,F,618-78-9364,1931-01-20,Scientist research (maths),3592898889297235|12/29|Diners Club,Indian,M,300000,HS,26
10074,Joshua,Daugherty,daughshua053,M,438-94-0262,1998-12-01,Engineer electronics,180038523037275|01/23|Diners Club,Black,S,1000000,HS,41
10075,Keith,Rice,riceeith097,M,113-91-9211,1912-10-26,Maintenance engineer,30352280356964|02/27|VISA 16 digit,Black,S,25000,BA,17
10076,Katherine,Hill,hillrine003,F,755-67-7960,1949-06-08,Sports administrator,4579200439817|11/27|JCB 16 digit,Other,D,900000,BA,25
10077,Victoria,Simmons,simmooria059,F,530-97-7143,1965-07-30,Education officer community,4559596564226581|01/25|American Express,White,M,150000,HS,12
10078,David,Walker,walkeavid079,M,687-76-6963,1973-04-03,Engineer water,4478819263524934|08/29|VISA 16 digit,White,M,700000,AA,9
10079,Samantha,Golden,goldentha996,F,261-55-2592,1918-07-02,Analytical chemist,3535548327611998|07/27|VISA 13 digit,Indian,M,350000,BA,10
10080,Jennifer,Castillo,castiifer768,U,169-68-5003,1957-01-02,Psychiatrist,4965957415094|08/31|Mastercard,White,D,75000,BA,22
10081,Shelby,Everett,evereelby833,U,046-14-5475,2016-05-09,Horticultural therapist,4327432521188|02/30|VISA 16 digit,Indian,M,50000,MA,37
10082,Anthony,Montoya,montohony811,M,082-26-4374,2016-06-27,Engineer control and instrumentation,4302056553841734|03/31|JCB 15 digit,White,S,125000,HS,32
10083,Nathaniel,Osborne,osborniel986,M,078-03-4353,2015-05-17,Theatre manager,4061906399527981|02/27|VISA 16 digit,White,M,325000,HS,7
10084,Ray,Leon,leonray868,M,415-39-7395,1964-04-30,Diplomatic Services operational officer,3511881469387350|06/30|VISA 16 digit,Indian,M,550000,DR,10
10085,Christopher,Blair,blairpher991,M,051-37-6777,2014-09-16,Teacher English as a foreign language,3583105543098087|08/27|Diners Club,White,U,35000,AA,20
10086,Angela,Lewis,lewisgela476,F,161-95-7681,1908-02-27,Teacher English as a foreign language,38717504144861|06/29|American Express,Latino,M,450000,BA,24
10087,Angela,Lewis,lewisgela476,F,161-95-7681,1908-02-27,Teacher English as a foreign language,38717504144861|06/29|American Express,Latino,M,450000,BA,24
10088,Ann,Flores,floreann262,F,307-78-3320,1922-11-04,Education officer community,4332579833425425335|10/30|VISA 19 digit,White,M,1000000,BA,29
10089,Judy,Barrett,barrejudy070,F,547-97-0017,1980-01-18,Armed forces training and education officer,6011170683977255|06/24|VISA 16 digit,Indian,D,350000,MA,31
10090,Travis,Robinson,robinavis264,M,046-51-4045,1932-05-29,Intelligence analyst,3519725418259099|10/26|American Express,Black,D,275000,BA,17
10091,Norman,Coleman,colemrman069,M,882-85-4817,1967-10-30,Broadcast journalist,3567116316980674|07/29|VISA 16 digit,Black,D,350000,BA,6
10092,Robert,Rosario,rosarbert204,M,046-27-9618,1937-05-01,Colour technologist,3520289321731931|02/27|VISA 16 digit,Indian,M,250000,AA,44
10093,Bryan,Miller,milleryan318,U,718-75-2540,2008-04-18,Scientist biomedical,30175387404779|08/26|JCB 15 digit,White,U,50000,HS,6
10094,William,Wade,wadeliam212,M,891-89-4824,1986-06-12,Education officer environmental,676131200948|07/31|American Express,Indian,M,800000,BA,41
10095,Heather,Grimes,grimether545,F,366-92-8333,2015-10-02,Race relations officer,6011491791684751|01/28|VISA 19 digit,White,D,275000,HS,44
10096,Ryan,Patrick,patriryan858,M,602-64-3747,1972-06-18,Financial controller,6011242369842226|11/24|VISA 19 digit,Asian,M,350000,BA,43
10097,James,Wheeler,wheelames219,U,301-75-9657,1980-03-19,Education officer museum,572825553579|10/22|Discover,Black,M,35000,HS,9
10098,James,Harrison,harriames387,M,003-61-0289,1960-08-12,Ship broker,3507630803455324|10/31|VISA 19 digit,White,M,350000,BA,23
10099,James,Harrison,harriames387,M,003-61-0289,1960-08-12,Ship broker,3507630803455324|10/31|VISA 19 digit,White,M,350000,BA,23
10100,Travis,Moore,mooreavis903,M,834-45-3391,1967-01-07,Trade mark attorney,4905044103183592|02/31|Maestro,Indian,M,275000,DR,26
10101,Mariah,Miller,milleriah580,F,274-99-1879,2008-12-24,Meteorologist,4752930736757679218|12/30|JCB 16 digit,White,S,175000,BA,7
10102,Shane,Sutton,suttohane207,M,378-49-4034,1979-04-27,Museum education officer,375205843178122|03/25|Maestro,Other,M,25000,BA,9
10103,Eric,Peck,peckeric455,M,630-83-4566,1914-06-04,Scientist research (maths),3532260292453728|07/29|VISA 16 digit,White,M,800000,AA,24
10104,David,Green,greenavid088,M,483-25-7249,2017-06-29,Technical author,180047275584640|03/29|JCB 16 digit,Other,U,225000,MA,22
10105,Todd,Gonzalez,gonzatodd145,M,723-44-4638,2000-04-25,Astronomer,213108723027920|09/23|Discover,Other,M,175000,HS,32
10106,Stephanie,Cortez,corteanie045,F,066-82-1903,1958-03-12,Buyer retail,3539947171076876|04/30|American Express,White,M,250000,BA,25
10107,Michelle,Costa,costaelle294,F,810-29-6806,1940-03-29,Theatre manager,38170873898941|03/26|VISA 13 digit,Black,M,35000,BA,44
10108,Michelle,Costa,costaelle294,F,810-29-6806,1940-03-29,Theatre manager,38170873898941|03/26|VISA 13 digit,Black,M,35000,BA,44
10109,Randy,Rodriguez,rodriandy323,U,809-37-5391,1985-02-03,Estate agent,3587409716043524|01/30|JCB 16 digit,Other,U,200000,HS,3
10110,Caitlyn,Parsons,parsotlyn031,F,826-45-4275,1988-07-29,Advertising account executive,180030249060624|10/25|VISA 13 digit,Other,M,1000000,HS,16
10111,Cameron,Hamilton,hamileron097,M,105-85-4433,1972-04-28,Development worker community,5458250887024161|01/23|VISA 13 digit,Other,D,800000,MA,29
10112,Cameron,Hamilton,hamileron097,M,105-85-4433,1972-04-28,Development worker community,5458250887024161|01/23|VISA 13 digit,Other,D,800000,MA,29
10113,Tonya,Jones,jonesonya218,F,216-48-7522,2000-08-11,Records manager,6011271824827357|04/24|JCB 16 digit,Black,S,275000,DR,20
10114,Justin,Lopez,lopezstin977,M,593-05-5280,1974-09-20,Site engineer,3539056634530378|12/23|Discover,Latino,D,100000,HS,33
10115,Isaiah,Velazquez,velazaiah058,M,041-20-2486,1910-10-26,Careers information officer,30302299335558|10/24|VISA 13 digit,Black,M,250000,HS,6
10116,Tracy,Olson,olsonracy010,F,649-81-5058,1963-05-20,Travel agency manager,213115718041238|06/28|VISA 16 digit,White,M,250000,BA,10
10117,Tracy,Olson,olsonracy010,F,649-81-5058,1963-05-20,Travel agency manager,213115718041238|06/28|VISA 16 digit,White,M,250000,BA,10
10118,Emily,Robinson,robinmily761,F,837-02-5033,2019-02-07,Restaurant manager,374251589135679|01/25|Diners Club,Latino,D,100000,HS,43
10119,Matthew,Marks,marksthew842,M,776-27-3715,1952-03-29,Rural practice surveyor,3509306642271457|05/31|Discover,Latino,M,50000,DR,5
10120,Jeremy,Moses,mosesremy748,M,036-04-0102,2020-02-19,Conservator museum/gallery,4204389856952667582|10/29|JCB 15 digit,Other,M,400000,BA,4
10121,Christine,Coffey,coffetine996,F,171-56-4133,1960-09-11,Psychologist prison and probation services,4884347633423385379|03/22|Maestro,Indian,M,125000,HS,11
10122,Deanna,Thomas,thomaanna196,F,288-41-8621,1973-11-03,Dietitian,4775872685913460172|02/30|VISA 16 digit,Other,M,325000,HS,42
10123,Ashley,Nguyen,nguyehley371,F,154-29-8217,1944-08-09,Animal nutritionist,4377608417683635|06/24|Maestro,Other,M,700000,MA,7
10124,James,Murphy,murphames007,M,063-65-0520,1988-03-18,IT consultant,4423742532186085|01/26|VISA 16 digit,Asian,S,300000,AA,26
10125,Adam,Diaz,diazadam257,M,350-47-0797,2000-03-23,Financial controller,4296028880310310944|11/26|American Express,White,S,600000,DR,23
10126,Darlene,Cantrell,cantrlene158,F,001-23-2540,2008-02-21,Scientist research (medical),4099064872797|07/25|VISA 13 digit,Other,M,550000,BA,27
10127,Michael,Dunlap,dunlahael331,M,011-62-9410,1908-09-29,Therapist sports,3568201770573469|07/29|American Express,Black,M,100000,MA,28
10128,Todd,Small,smalltodd977,M,261-36-5123,1993-08-16,Scientist biomedical,30075418624850|08/27|Mastercard,White,M,125000,BA,16
10129,Raymond,Perez,perezmond052,U,268-83-3597,1986-07-20,Phytotherapist,3590832296927532|07/31|VISA 13 digit,Asian,M,225000,BA,19
10130,David,Flores,floreavid901,U,650-64-3296,1970-12-05,Chief of Staff,2718804695098065|01/29|JCB 15 digit,Asian,D,900000,BA,16
10131,Julie,Greene,greenulie658,U,291-82-5601,1907-11-16,Civil engineer consulting,6011753854450820|04/28|VISA 16 digit,White,M,1000000,HS,36
10132,Kimberly,Sanchez,sancherly410,U,355-27-5377,1968-03-20,Cartographer,4141986708628795456|04/25|Diners Club,White,M,100000,HS,38
10133,Zachary,Morse,morsehary900,M,566-77-9440,1955-02-20,Contracting civil engineer,3598949616794640|03/28|Mastercard,Asian,D,800000,DR,22
10134,Joanna,Soto,sotoanna696,F,378-16-4002,1993-02-18,Television floor manager,30154088345854|03/30|VISA 13 digit,White,M,25000,MA,40
10135,Lawrence,Hunter,hunteence007,M,808-54-4184,1916-05-03,Applications developer,5474533307471215|02/27|VISA 16 digit,Black,M,325000,DR,31
10136,Margaret,Williams,williaret248,F,369-03-8297,2004-08-23,Early years teacher,4937591881594707|12/24|JCB 16 digit,Other,M,800000,AA,8
10137,Katherine,Gonzalez,gonzarine551,U,037-78-3161,1930-09-19,Nurse children's,2470457954580469|04/22|JCB 15 digit,White,D,50000,DR,18
10138,Sean,Bailey,bailesean746,M,385-16-0153,1974-02-18,Psychiatrist,6559889418264774|02/26|JCB 15 digit,Black,U,350000,MA,21
10139,Cynthia,Sellers,sellethia879,F,136-79-3521,1921-10-18,Armed forces logistics/support/administrative officer,2284988149664988|10/24|JCB 16 digit,Black,M,25000,HS,3
10140,Patrick,Spencer,spencrick549,M,244-54-9140,2017-11-04,Furniture conservator/restorer,4661708362012|07/31|VISA 16 digit,Indian,M,100000,MA,24
10141,Mark,Bush,bushmark578,M,077-26-4658,1929-03-28,Fine artist,4792196417248432|05/25|VISA 19 digit,Latino,M,225000,DR,25
10142,Amber,Schmidt,schmimber939,F,485-50-5900,1981-04-09,Medical physicist,6011385159884641|02/22|Discover,Asian,M,50000,DR,30
10143,Anna,Burns,burnsanna536,F,509-85-8236,1962-11-13,Designer blown glass/stained glass,4898872130615|09/28|VISA 13 digit,Black,S,50000,MA,6
10144,Anna,Burns,burnsanna536,F,509-85-8236,1962-11-13,Designer blown glass/stained glass,4898872130615|09/28|VISA 13 digit,Black,S,50000,MA,6
10145,Jordan,Bailey,bailerdan349,M,553-81-7245,1916-07-19,Orthoptist,342624632101170|01/30|VISA 13 digit,Black,S,250000,HS,2
10146,Jordan,Bailey,bailerdan349,M,553-81-7245,1916-07-19,Orthoptist,342624632101170|01/30|VISA 13 digit,Black,S,250000,HS,2
10147,Christine,Yoder,yodertine201,F,420-01-0139,1964-03-04,Advertising account executive,6011282950349546|01/23|VISA 16 digit,Other,M,250000,HS,33
10148,Catherine,Parks,parksrine792,F,660-99-6320,1978-11-06,Wellsite geologist,30014584476415|08/25|Maestro,Indian,U,175000,HS,6
10149,Angela,Bell,bellgela571,F,612-11-3835,1911-11-07,Herbalist,4907157299688|08/29|VISA 19 digit,Other,M,325000,BA,19
10150,William,Byrd,byrdliam352,M,289-47-1932,1919-06-15,Chief of Staff,503879972241|04/24|American Express,Asian,D,1000000,DR,22
10151,Troy,Shields,shieltroy684,M,768-31-9112,1949-06-25,Restaurant manager,4084600775522|07/30|JCB 16 digit,Other,D,150000,MA,22
10152,William,Alvarez,alvarliam973,M,398-57-4104,1975-12-22,Astronomer,4485155937788139|09/25|VISA 16 digit,Other,S,500000,BA,42
10153,Yolanda,Martin,martianda926,F,582-77-3247,1929-02-09,Scientist audiological,4238664013234|05/23|VISA 16 digit,Asian,M,700000,DR,11
10154,Kimberly,Stanley,stanlerly062,F,166-35-1982,2016-08-28,Glass blower/designer,630448759690|04/24|Diners Club,Black,D,125000,MA,23
10155,Sharon,Taylor,tayloaron898,F,577-98-2739,1944-07-25,Television/film/video producer,3524537421889629|06/31|American Express,Asian,M,225000,HS,34
10156,Rachel,Lee,leechel479,F,832-65-7229,1921-04-06,Education officer community,30580489176896|09/24|JCB 16 digit,Indian,M,100000,DR,23
10157,Daniel,Brown,brownniel126,M,894-41-1290,1944-09-23,Psychotherapist child,3505175737189641|11/23|Discover,Black,M,275000,MA,8
10158,Charles,Lewis,lewisrles249,M,090-54-5081,1955-12-12,Retail merchandiser,3507366175828760|05/25|VISA 13 digit,Other,M,100000,BA,13
10159,Jennifer,Roach,roachifer440,F,667-96-5194,1944-02-07,Public relations officer,3539505569421607|01/22|Maestro,Other,M,35000,HS,18
10160,Adam,Combs,combsadam918,M,422-29-7132,1928-02-21,Data scientist,349183886001001|04/27|VISA 19 digit,White,M,100000,BA,32
10161,Larry,Jones,jonesarry568,M,574-62-1078,1907-08-27,Acupuncturist,3550096190418927|09/31|American Express,Other,M,50000,MA,15
10162,Emily,Cox,coxmily219,F,542-38-9268,1925-06-22,Field trials officer,180035510643941|05/30|JCB 15 digit,Asian,M,125000,HS,20
10163,Robert,Shelton,sheltbert431,M,833-23-6155,1968-07-25,Occupational therapist,3508556000598450|10/22|JCB 15 digit,Asian,S,250000,BA,43
10164,James,Webster,webstames914,M,094-83-0402,2020-02-08,Translator,4149453262596377|03/30|JCB 15 digit,Indian,M,1000000,MA,6
10165,James,Webster,webstames914,M,094-83-0402,2020-02-08,Translator,4149453262596377|03/30|JCB 15 digit,Indian,M,1000000,MA,6
10166,Richard,Mccormick,mccorhard741,M,455-34-3849,2007-10-27,Production designer theatre/television/film,4436011145948686|10/26|JCB 16 digit,Other,M,150000,HS,8
10167,Jonathan,Spencer,spencthan178,M,734-39-8626,1963-11-19,Tax inspector,4671110422218393|01/29|Diners Club,Latino,D,600000,HS,25
10168,Lisa,Yang,yanglisa248,F,232-67-0755,1980-07-24,Marketing executive,3518020988165855|03/22|JCB 16 digit,Indian,M,325000,DR,9
10169,Christopher,Vaughn,vaughpher664,M,884-17-0382,1956-11-24,Event organiser,4649329719074|12/23|JCB 16 digit,Asian,M,600000,DR,14
10170,Jordan,Huber,huberrdan881,M,464-69-1011,2011-12-22,Technical brewer,6596545410546510|09/24|American Express,Latino,M,125000,HS,3
10171,Jordan,Foster,fosterdan433,F,565-37-7083,1960-02-04,Set designer,6011987150781575|11/25|American Express,Other,M,325000,DR,40
10172,David,White,whiteavid505,M,554-71-8193,2010-06-03,Psychiatric nurse,4757660514664562|03/25|Diners Club,White,D,550000,BA,19
10173,Shawn,Ball,ballhawn175,M,543-85-6297,1944-06-09,Research officer government,4610038847652876|05/28|American Express,Other,D,225000,MA,8
10174,Todd,Johnson,johnstodd704,M,438-88-0945,1951-09-14,Administrator arts,4049597495141798|11/30|JCB 16 digit,Indian,S,1000000,HS,22
10175,Amy,Davis,davisamy224,F,209-77-6294,2014-08-24,Jewellery designer,676107463769|09/24|JCB 15 digit,Latino,S,450000,BA,26
10176,Gregory,Patel,patelgory852,U,538-01-7792,1907-07-25,Writer,2581363904409880|07/24|Diners Club,Other,M,800000,MA,9
10177,Patricia,Love,loveicia240,U,446-18-7825,1997-10-30,Podiatrist,180060896608821|11/23|VISA 19 digit,Latino,D,800000,HS,32
10178,Justin,Diaz,diazstin474,M,304-27-6727,2010-09-26,Print production planner,4085473876833517|07/29|Maestro,White,M,800000,BA,33
10179,Joshua,Mahoney,mahonshua661,M,873-48-4800,1912-06-06,Education officer community,180053625946588|05/29|VISA 16 digit,White,U,550000,HS,28
10180,Samuel,Wolfe,wolfemuel152,M,211-99-9152,1971-01-16,Estate agent,4526663004980324|06/27|VISA 13 digit,Black,M,150000,BA,36
10181,Jack,Greene,greenjack426,M,013-70-3912,1921-01-06,Armed forces technical officer,6011405878845895|11/31|Mastercard,Black,M,75000,MA,21
10182,Jack,Greene,greenjack426,M,013-70-3912,1921-01-06,Armed forces technical officer,6011405878845895|11/31|Mastercard,Black,M,75000,MA,21
10183,Diane,Kelley,kelleiane217,F,336-11-2368,2017-03-08,Police officer,4193754349751025|04/29|JCB 16 digit,Latino,M,125000,BA,7
10184,Timothy,Cowan,cowanothy095,M,376-69-3190,1985-03-18,Designer exhibition/display,180007542734535|10/24|Diners Club,White,U,800000,BA,37
10185,Paul,Watkins,watkipaul594,M,066-66-3587,1908-12-27,Energy manager,4904634777156220|11/29|JCB 16 digit,Other,M,500000,HS,5
10186,Elizabeth,Cooper,coopebeth972,F,451-79-2217,1914-08-15,Production manager,675901413111|01/27|VISA 16 digit,Latino,M,450000,DR,18
10187,Tiffany,Evans,evansfany091,F,577-11-8082,1936-07-15,Psychologist prison and probation services,4476356684314|08/27|JCB 16 digit,Indian,M,300000,HS,11
10188,Laura,Fields,fieldaura506,F,707-79-9735,2009-01-12,Commercial art gallery manager,2402424795021668|06/22|JCB 15 digit,Indian,M,250000,AA,12
10189,Scott,Jensen,jensecott483,M,606-42-9353,1959-09-29,Agricultural engineer,2590923269900838|12/24|Diners Club,Other,M,400000,HS,20
