phone_number,phone_perm,phone_freq
(402)381-8932,Opt-In,14
(363)363-3022,Opt-Out,21
(415)319-1884,Opt-Out,21
(452)666-0240,Opt-In,7
(320)736-1379,Opt-In,45
(536)405-4175,Opt-In,14
(222)705-8305,Opt-In,14
(785)719-7754,Opt-In,7
(313)377-9184,Opt-In,30
(368)632-0738,Unkown,7
(726)584-4986,Opt-Out,45
(393)427-2174,Opt-In,21
(443)686-8671,Opt-In,7
(425)778-3389,Opt-Out,7
(757)581-7197,Opt-In,21
(375)379-3819,Opt-In,14
(337)327-2582,Opt-Out,30
(391)614-0912,Unkown,21
(683)551-2021,Opt-In,21
(286)763-7556,Opt-Out,30
(656)679-9061,Opt-In,7
(665)574-3448,Opt-In,45
(276)378-9876,Unkown,14
(283)638-2524,Unkown,45
(630)432-1880,Opt-In,30
(493)560-4274,Opt-In,14
(417)411-1485,Opt-In,7
(377)354-0482,Opt-In,30
(326)476-0483,Opt-In,7
(408)784-5420,Opt-In,30
(470)381-9982,Opt-In,30
(549)782-9177,Opt-In,14
(802)493-0905,Unkown,21
(579)618-9927,Opt-In,7
(574)602-1998,Opt-In,21
(720)491-9370,Opt-In,45
(759)765-2638,Unkown,14
(785)512-5187,Opt-Out,14
(217)583-2300,Unkown,21
(649)618-3221,Opt-Out,45
(218)545-9937,Opt-Out,21
(620)326-5439,Unkown,45
(253)504-4837,Opt-In,7
(604)381-6993,Opt-Out,14
(711)387-4767,Opt-In,30
(417)327-1177,Opt-In,14
(488)374-7339,Unkown,14
(337)726-5226,Unkown,30
(752)459-9330,Opt-Out,21
(563)349-3175,Opt-In,21
(398)469-1049,Opt-In,14
(308)691-0994,Opt-Out,30
(322)308-3170,Unkown,7
(354)625-1904,Unkown,45
(229)607-4415,Unkown,30
(392)358-0358,Opt-In,14
(388)449-9385,Opt-Out,21
(531)770-0924,Unkown,30
(516)730-9376,Unkown,21
(573)680-1902,Opt-In,30
(474)559-1008,Opt-Out,14
(491)332-1357,Unkown,7
(697)529-7678,Opt-In,14
(537)783-3182,Opt-In,21
(784)518-6361,Opt-In,30
(531)540-4803,Opt-In,7
(576)510-7591,Opt-In,45
(405)760-8187,Unkown,30
(496)312-9062,Unkown,7
(526)732-0249,Unkown,21
(680)647-9731,Unkown,7
(292)402-5550,Opt-Out,7
(460)540-2454,Opt-In,30
(722)655-9287,Opt-In,14
(549)613-5970,Opt-Out,21
(413)737-0553,Opt-Out,7
(295)338-4282,Opt-In,45
(664)501-7274,Opt-Out,45
(400)480-2533,Opt-Out,14
(400)647-0173,Unkown,14
(308)704-8741,Unkown,30
(488)568-6794,Opt-Out,14
(340)428-8141,Unkown,45
(760)658-6200,Opt-In,14
(252)400-9922,Unkown,14
(683)673-1621,Opt-In,30
(380)778-3553,Opt-In,45
(748)734-7422,Opt-In,14
(628)484-6736,Opt-Out,14
(734)655-2667,Unkown,45
(303)672-1118,Opt-In,14
(389)661-9108,Opt-In,21
(519)581-7228,Unkown,14
(206)376-3902,Opt-In,21
(259)749-0427,Opt-In,21
(630)640-0804,Unkown,14
(203)598-6341,Opt-In,30
(563)323-6149,Unkown,30
(318)377-5575,Opt-In,21
(340)509-6090,Opt-In,14
(769)473-8907,Unkown,21
(221)721-3736,Opt-In,7
(502)654-8710,Opt-Out,30
(439)612-1789,Opt-In,14
(680)443-8517,Opt-In,7
(560)388-3934,Opt-In,45
(680)716-3184,Opt-In,14
(357)523-5318,Opt-Out,14
(544)523-2333,Opt-Out,21
(734)683-3236,Opt-Out,30
(463)617-8101,Unkown,45
(369)709-0953,Opt-Out,21
(464)480-8920,Opt-In,30
(639)493-4933,Opt-In,7
(233)544-1916,Opt-Out,14
(582)636-2788,Opt-In,45
(750)767-0421,Opt-In,7
(780)717-5395,Opt-In,14
(311)633-6803,Opt-In,45
(679)356-6353,Opt-In,30
(456)676-6265,Opt-Out,45
(203)512-1300,Unkown,7
(232)493-5474,Opt-Out,30
(363)467-3954,Opt-Out,21
(225)401-2681,Unkown,7
(424)646-0567,Opt-Out,21
(748)303-6302,Opt-Out,21
(727)659-7731,Unkown,7
(364)671-1615,Opt-Out,21
(658)623-5089,Opt-Out,45
(461)729-4661,Opt-Out,45
(663)426-5225,Unkown,21
(452)577-0798,Unkown,14
(642)393-7739,Opt-In,45
(484)374-8515,Opt-In,14
(570)734-8657,Opt-In,14
(650)723-8448,Opt-In,14
(632)456-0402,Opt-In,30
(482)503-2290,Opt-Out,45
(401)701-4582,Unkown,45
(308)659-1430,Opt-In,30
(684)533-4547,Unkown,21
(533)657-2074,Opt-In,14
(723)618-9102,Unkown,45
(590)737-8267,Opt-Out,21
(783)552-7061,Opt-In,14
(561)729-9441,Opt-In,7
(358)582-2434,Unkown,14
(573)584-2753,Opt-Out,7
(699)520-5467,Unkown,21
(387)354-7624,Opt-In,30
(681)416-7097,Opt-In,45
(394)721-4551,Opt-Out,14
(478)396-2046,Opt-In,21
(348)533-4274,Opt-In,7
(491)346-3541,Opt-In,14
(243)388-0777,Opt-In,45
(230)344-6298,Opt-In,21
(482)457-7131,Opt-In,30
(655)763-7791,Opt-In,7
(779)571-1006,Opt-Out,14
(233)590-5257,Opt-Out,21
(610)491-4909,Opt-In,45
(211)323-5209,Unkown,45
(652)366-8637,Unkown,14
(466)762-3620,Opt-In,21
(527)538-7865,Unkown,45
(457)671-1601,Opt-Out,14
(386)463-3020,Opt-In,30
(371)392-4517,Unkown,14
(715)784-2837,Opt-In,45
(330)653-0051,Unkown,14
(263)753-2230,Opt-Out,45
(570)655-5129,Opt-Out,45
(800)327-6994,Opt-In,7
(424)439-2722,Opt-In,45
(398)791-6359,Opt-Out,7
(650)706-2658,Opt-In,14
(533)696-9980,Unkown,30
(219)402-7574,Opt-Out,21
(307)645-4395,Opt-Out,7
(493)728-7613,Opt-In,30
(725)518-3587,Opt-Out,30
(632)737-7929,Opt-Out,30
(690)444-1615,Opt-In,21
(687)502-6191,Opt-Out,21
(425)462-9380,Opt-Out,30
(446)682-8734,Unkown,14
(536)474-6746,Opt-In,21
(427)569-3427,Opt-Out,14
(239)510-5532,Opt-In,45
(257)327-9495,Opt-In,21
(692)405-2447,Opt-In,30
(332)402-9571,Opt-In,45
(520)698-5993,Opt-In,14
(389)461-4801,Opt-In,14
(341)374-3155,Opt-In,30
(737)437-3037,Opt-Out,21
(776)501-9732,Opt-In,14
(695)426-9005,Opt-In,14
(424)520-4599,Opt-In,45
(567)662-6311,Unkown,30
(648)474-2417,Opt-In,7
(589)590-8161,Opt-In,21
(795)414-7022,Opt-In,30
(348)715-2716,Opt-In,45
(484)775-9271,Opt-Out,45
(727)351-8598,Unkown,30
(724)651-7350,Unkown,30
(325)342-0136,Opt-Out,21
(451)363-9053,Unkown,7
(694)706-7383,Opt-Out,7
(752)529-9252,Opt-Out,21
(667)612-6888,Opt-In,21
(425)566-2047,Opt-In,14
(373)393-6066,Opt-In,30
(345)381-3477,Unkown,45
(381)794-4683,Unkown,14
(448)442-7024,Opt-In,45
(266)618-7069,Opt-In,45
(687)381-8407,Opt-Out,7
(748)461-0085,Opt-In,45
(242)516-4859,Unkown,21
(717)723-3790,Opt-In,7
(743)384-1437,Opt-Out,21
(375)637-2609,Opt-Out,7
(546)549-2543,Opt-In,30
(569)773-4919,Unkown,21
(425)764-2324,Opt-In,14
(345)545-6550,Opt-Out,14
(762)346-3027,Opt-In,7
(639)589-6036,Opt-In,14
(267)377-1055,Opt-Out,45
(500)796-8162,Unkown,30
(493)576-7072,Opt-Out,45
(756)565-0790,Opt-In,45
(686)342-7208,Opt-Out,30
(715)544-8657,Opt-In,45
(363)422-8990,Opt-In,21
(383)616-6879,Opt-In,45
(643)582-8028,Unkown,7
(677)510-2302,Opt-In,45
(338)422-6336,Unkown,45
(600)617-3162,Opt-In,45
(380)658-8743,Unkown,14
(797)660-2704,Opt-In,21
(292)425-4400,Opt-In,7
(306)473-7200,Opt-Out,14
(301)472-9532,Opt-In,45
(424)652-2522,Opt-In,30
(323)587-2125,Opt-In,14
(370)568-2816,Unkown,7
(748)541-3149,Unkown,7
(352)681-5135,Opt-In,7
(240)411-5190,Opt-In,21
(696)529-0131,Opt-Out,14
(662)380-2927,Opt-In,45
(497)423-6827,Opt-Out,7
(387)796-2909,Unkown,45
(467)653-6791,Opt-Out,7
(427)326-5118,Opt-In,7
(495)753-2443,Opt-In,7
(258)322-7308,Opt-In,7
(645)553-9295,Opt-In,45
(658)666-7173,Opt-In,7
(224)338-1402,Opt-Out,7
(408)465-8414,Opt-Out,7
(735)445-9339,Opt-Out,45
(372)408-7599,Unkown,7
(736)358-9095,Opt-Out,14
(689)596-8752,Opt-In,7
(297)541-1971,Opt-Out,21
(271)746-2116,Unkown,7
(226)401-4189,Unkown,21
(765)478-4235,Opt-In,7
(663)471-5599,Opt-In,21
(513)607-1200,Opt-Out,30
(286)643-1254,Opt-In,14
(565)752-1040,Opt-Out,7
(486)796-4879,Opt-Out,14
(237)789-0797,Opt-Out,14
(684)315-2183,Opt-Out,14
(552)715-7591,Opt-Out,30
(389)756-0357,Unkown,7
(386)676-0198,Opt-In,45
(637)744-0001,Opt-Out,21
(486)352-8951,Opt-Out,45
(715)676-7209,Opt-In,45
(505)360-9684,Opt-Out,45
(428)549-2328,Opt-In,45
(276)690-3463,Opt-Out,21
(216)634-0937,Opt-In,21
(614)313-9338,Unkown,45
(746)589-7920,Opt-In,30
(323)730-7891,Opt-Out,14
(272)554-5665,Opt-Out,30
(317)318-0316,Unkown,7
(635)339-5694,Opt-Out,21
(337)743-1270,Opt-In,21
(655)682-4891,Unkown,14
(677)724-0985,Unkown,14
(619)465-8654,Opt-In,30
(227)774-4852,Opt-In,30
(246)689-3947,Unkown,14
(287)789-3266,Opt-In,7
(628)377-9606,Unkown,30
(423)446-8785,Opt-In,7
(275)545-8742,Unkown,14
(299)526-8364,Opt-Out,45
(205)318-4703,Opt-In,21
(606)758-4886,Opt-In,7
(243)648-7367,Unkown,30
(448)454-5033,Opt-In,30
(515)466-1554,Opt-In,45
(372)449-2738,Opt-In,30
(374)711-4020,Unkown,45
(556)355-6982,Opt-In,21
(430)733-3853,Unkown,45
(728)320-9017,Opt-In,45
(223)783-2982,Unkown,30
(402)548-1495,Unkown,7
(723)439-3315,Opt-Out,21
(400)536-2944,Opt-Out,14
(646)568-5997,Opt-In,45
(793)775-3854,Opt-In,30
(492)626-5045,Opt-Out,45
(765)668-3986,Opt-Out,7
(516)634-2586,Unkown,7
(610)508-5500,Unkown,21
(607)713-8033,Opt-Out,45
(384)725-3831,Unkown,7
(221)776-4874,Opt-Out,45
(742)380-1420,Opt-Out,45
(666)788-7326,Opt-Out,30
(514)333-6553,Opt-Out,21
(725)746-1433,Opt-In,7
(358)735-9251,Opt-In,21
(238)446-1398,Unkown,21
(734)360-3242,Opt-In,21
(224)439-8949,Unkown,45
(647)532-8375,Opt-In,45
(717)586-5238,Opt-In,45
(476)578-9514,Opt-In,21
(505)492-1647,Opt-In,14
(213)647-5588,Opt-Out,45
(607)415-8958,Opt-In,7
(343)787-9813,Opt-In,7
(666)380-1442,Opt-Out,7
(344)714-3966,Opt-In,7
(730)627-2049,Opt-Out,7
(529)569-0092,Opt-In,21
(443)778-5375,Unkown,21
(744)412-7768,Unkown,45
(760)708-2543,Unkown,30
(408)365-9270,Unkown,30
(565)415-2464,Opt-In,7
(605)468-1103,Unkown,7
(473)431-5303,Opt-In,7
(517)376-1226,Unkown,7
(399)708-6981,Opt-In,45
(608)522-9827,Opt-In,21
(496)753-2753,Opt-Out,30
(638)711-8701,Opt-Out,7
(371)725-3840,Opt-In,30
(564)587-0624,Opt-In,7
(672)590-7589,Opt-In,45
(217)554-5316,Opt-In,21
(616)333-4159,Opt-In,21
(439)503-0117,Opt-In,30
(581)373-0931,Opt-In,21
(773)711-1009,Opt-Out,7
(287)618-4488,Opt-Out,30
(209)335-6260,Opt-In,45
(684)564-1167,Opt-In,30
(414)539-5604,Opt-In,14
(746)791-5178,Unkown,45
(730)585-1837,Opt-Out,45
(579)324-6093,Opt-In,21
(680)410-0540,Opt-Out,7
(729)468-1968,Opt-In,30
(271)718-7961,Unkown,21
(800)791-0222,Opt-In,21
(710)441-2266,Opt-In,7
(306)763-8919,Opt-Out,45
(684)443-6703,Unkown,30
(370)577-5405,Opt-In,21
(584)464-2477,Opt-Out,7
(673)781-2862,Opt-Out,45
(790)689-8347,Opt-Out,7
(202)665-7854,Opt-Out,45
(307)530-1147,Unkown,14
(746)694-0215,Unkown,7
(667)498-0013,Opt-In,7
(222)572-1807,Opt-In,14
(589)765-5744,Opt-In,45
(388)393-1354,Opt-In,14
(219)380-2907,Unkown,30
(745)385-2828,Opt-In,14
(774)471-9946,Unkown,14
(230)710-6373,Opt-In,30
(495)739-1267,Opt-In,14
(212)610-3674,Opt-In,30
(605)365-6209,Opt-In,21
(341)626-9345,Opt-In,14
(687)730-6969,Opt-In,45
(759)331-8593,Opt-In,45
(764)538-7706,Opt-In,30
(509)778-5584,Opt-In,14
(729)478-8872,Opt-In,14
(758)753-2921,Opt-In,7
(262)682-1084,Unkown,14
(530)375-6974,Opt-In,45
(545)374-3206,Opt-In,7
(657)487-4604,Opt-In,14
(364)405-4058,Unkown,45
(441)690-1509,Opt-In,45
(205)768-7754,Opt-In,14
(461)606-3441,Opt-In,45
(797)703-2794,Opt-Out,21
(500)679-6122,Opt-In,45
(525)389-0531,Opt-In,14
(655)361-3835,Opt-In,21
(408)667-0796,Opt-In,30
(801)529-3023,Unkown,21
(255)781-0793,Opt-In,7
(320)588-8886,Opt-In,45
(448)663-1118,Opt-In,21
(603)518-3532,Opt-In,7
(447)599-6118,Opt-Out,7
(348)622-7880,Opt-Out,45
(605)363-3550,Unkown,45
(801)510-7589,Opt-In,30
(441)751-7718,Opt-In,45
(266)450-2591,Unkown,14
(479)427-8848,Opt-Out,14
(263)574-6434,Opt-In,7
(788)564-2633,Opt-In,7
(797)684-1812,Opt-In,21
(560)602-5901,Unkown,45
(244)642-3479,Opt-In,45
(317)571-7115,Opt-In,45
(747)446-8770,Opt-Out,21
(433)321-5185,Opt-Out,45
(531)792-7008,Opt-Out,14
(380)589-6272,Opt-Out,7
(468)616-8404,Opt-In,14
(355)331-9504,Opt-In,14
(455)490-9458,Opt-In,45
(400)704-9713,Unkown,30
(532)459-9931,Opt-Out,14
(621)743-4622,Opt-Out,21
(662)765-5803,Opt-Out,21
(353)404-6002,Opt-In,30
(561)680-4168,Unkown,30
(202)548-0265,Unkown,7
(765)622-2168,Opt-In,45
(384)572-8548,Opt-In,45
(554)797-7706,Opt-Out,7
(739)462-5076,Opt-In,30
(718)417-7213,Opt-In,45
(561)623-7110,Opt-In,30
(549)310-6327,Opt-In,14
(418)434-5501,Opt-Out,7
(507)318-9547,Opt-Out,30
(223)697-4112,Opt-Out,45
(782)604-8365,Opt-In,21
(407)694-7385,Opt-Out,7
(366)407-2010,Opt-In,45
(441)408-5575,Opt-In,7
(361)437-8382,Opt-Out,21
(709)656-0734,Unkown,21
(543)514-6153,Opt-Out,7
(714)690-9466,Unkown,14
(587)612-7404,Opt-In,21
(540)582-3163,Opt-Out,14
(250)386-0985,Opt-In,7
(657)335-8405,Opt-In,7
(657)596-5962,Unkown,21
(524)392-6144,Opt-In,21
(344)447-0292,Unkown,21
(752)643-4512,Unkown,45
(273)713-8013,Unkown,30
(277)529-5277,Opt-In,7
(718)411-2642,Opt-In,45
(347)411-5362,Unkown,14
(782)469-4051,Opt-In,45
(299)505-5532,Opt-In,14
(652)584-1997,Unkown,14
(721)686-7937,Unkown,45
(284)516-8842,Opt-Out,21
(434)335-4203,Opt-Out,7
(387)436-2171,Opt-In,21
(765)429-8589,Opt-In,45
(646)559-8556,Opt-In,45
(316)331-9441,Opt-In,7
(249)486-9442,Opt-Out,7
(588)677-9830,Opt-In,21
(457)713-9775,Opt-In,21
(376)605-9131,Unkown,30
(236)468-3507,Opt-In,45
(235)309-0122,Unkown,30
(707)552-9801,Opt-In,21
(271)406-2581,Opt-Out,45
(207)408-8161,Opt-In,7
(748)733-5388,Unkown,7
(580)489-8752,Opt-In,21
(273)711-1681,Opt-In,7
(647)455-5583,Opt-Out,30
(391)754-3499,Opt-In,14
(204)720-6622,Opt-In,14
(511)499-4550,Unkown,21
(494)363-8287,Unkown,7
(522)694-4546,Opt-In,30
(755)713-2180,Unkown,14
(608)345-8522,Opt-In,14
(768)588-7672,Unkown,21
(285)665-9982,Unkown,30
(457)713-3691,Opt-Out,45
(429)778-0428,Opt-Out,30
(566)598-2547,Unkown,14
(757)519-8581,Opt-In,21
(569)551-1010,Unkown,30
(617)646-0248,Unkown,14
(556)384-3091,Opt-In,14
(484)535-7352,Opt-Out,14
(297)427-3208,Opt-In,45
(289)497-3478,Opt-In,21
(645)710-3613,Opt-Out,7
(586)758-9952,Opt-In,14
(697)541-2554,Opt-In,45
(361)658-6698,Opt-In,30
(486)525-6033,Opt-In,21
(474)652-9894,Opt-In,30
(692)645-7664,Opt-In,30
(374)724-4765,Opt-In,21
(230)706-6453,Opt-In,14
(252)779-5293,Opt-In,14
(731)658-0024,Unkown,7
(311)379-5536,Opt-In,14
(437)599-5233,Opt-In,45
(412)693-3121,Opt-Out,7
(549)448-7016,Opt-Out,45
(267)418-4463,Unkown,45
(284)472-0764,Opt-In,45
(562)652-2038,Opt-In,30
(769)604-5639,Opt-In,14
(289)312-2418,Opt-Out,21
(273)496-0174,Opt-Out,14
(317)402-9826,Opt-In,14
(223)509-0115,Unkown,45
(387)569-1011,Unkown,21
(658)654-9831,Opt-Out,21
(493)520-8907,Unkown,21
(511)411-8367,Unkown,45
(691)669-4086,Unkown,30
(350)378-8547,Opt-In,21
(249)405-3516,Unkown,7
(759)387-5952,Opt-In,45
(698)508-6658,Opt-Out,14
(463)770-5988,Opt-In,7
(327)610-8111,Opt-In,21
(506)449-0216,Unkown,45
(462)738-0573,Opt-In,45
(317)581-7673,Opt-Out,21
(476)559-5984,Opt-In,21
(248)464-4294,Opt-In,7
(226)458-4027,Unkown,21
(693)430-9496,Opt-In,14
(257)518-1655,Unkown,21
(516)541-5848,Opt-In,21
(794)323-1659,Unkown,14
(353)539-4027,Unkown,45
(252)455-9715,Opt-Out,7
(545)316-0032,Opt-In,14
(265)514-7496,Opt-In,7
(501)391-0957,Opt-In,30
(672)411-4262,Opt-In,45
(693)647-6591,Unkown,45
(210)711-9090,Opt-In,7
(648)549-9608,Opt-In,7
(380)328-5873,Opt-In,21
(445)430-1449,Unkown,7
(296)504-5603,Unkown,14
(512)776-8706,Opt-Out,14
(739)438-7125,Unkown,7
(674)584-2164,Opt-In,45
(715)590-6250,Unkown,14
(535)500-6262,Opt-Out,30
(421)453-3335,Opt-In,21
(577)512-3408,Opt-In,14
(666)458-1572,Opt-In,21
(443)491-1784,Unkown,21
(657)677-9657,Unkown,14
(322)387-4601,Opt-In,30
(512)422-9216,Opt-Out,7
(372)360-7126,Unkown,21
(705)614-8097,Opt-In,14
(501)634-8543,Opt-In,45
(608)309-1511,Unkown,30
(639)610-3422,Opt-Out,21
(252)450-3566,Unkown,21
(327)473-5605,Opt-In,14
(482)331-9079,Opt-In,45
(529)750-3828,Opt-In,7
(463)532-4546,Opt-In,14
(448)306-3283,Opt-In,7
(655)594-1003,Opt-In,14
(280)669-0333,Opt-Out,30
(699)438-5925,Unkown,7
(393)481-2245,Unkown,21
(451)425-2247,Opt-In,14
(720)380-5951,Opt-In,7
(690)592-7342,Opt-In,14
(443)327-2354,Opt-Out,45
(436)391-0217,Unkown,21
(596)586-1040,Unkown,30
(283)632-3344,Opt-Out,14
(638)716-2203,Opt-In,14
(583)495-2370,Opt-In,14
(661)712-3946,Opt-In,21
(742)549-6658,Opt-Out,14
(673)312-3031,Opt-In,7
(401)757-7428,Unkown,14
(765)327-6059,Opt-In,21
(761)516-5025,Unkown,7
(798)674-1923,Opt-In,30
(331)548-6068,Opt-Out,14
(597)319-9375,Opt-In,30
(800)557-5051,Opt-In,30
(546)461-8235,Opt-In,14
(222)708-2473,Opt-In,30
(503)422-2622,Unkown,21
(523)432-6058,Opt-In,7
(558)777-2762,Opt-In,14
(740)775-6684,Unkown,30
(519)439-8961,Unkown,30
(664)331-5906,Opt-Out,21
(336)594-0773,Opt-In,30
(467)585-8845,Opt-In,14
(604)515-3805,Unkown,14
(709)626-1761,Opt-In,21
(464)418-9463,Unkown,30
(762)504-0090,Opt-Out,14
(749)313-9408,Opt-Out,45
(594)550-1570,Opt-In,21
(562)526-4533,Opt-In,14
(306)786-8194,Opt-In,7
(698)325-0561,Opt-In,45
(681)527-6314,Unkown,14
(325)569-0784,Opt-In,30
(785)414-0556,Unkown,21
(587)552-1371,Unkown,21
(488)668-2091,Opt-Out,21
(584)780-7521,Opt-In,30
(621)456-3636,Opt-In,14
(739)715-1595,Opt-In,45
(632)580-1339,Opt-Out,21
(305)556-1338,Opt-Out,7
(449)519-4482,Opt-Out,7
(611)707-0999,Opt-In,45
(620)752-8306,Opt-In,30
(277)472-6441,Opt-In,21
(599)746-7640,Opt-In,30
(232)775-9095,Opt-Out,7
(309)358-9484,Opt-In,14
(492)449-5499,Opt-In,7
(428)702-3723,Opt-Out,7
(624)622-6864,Opt-In,45
(676)783-7096,Opt-In,45
(564)338-7469,Unkown,7
(561)661-7675,Unkown,21
(784)360-2207,Opt-In,21
(222)713-0864,Opt-In,30
(251)369-2772,Opt-In,14
(709)653-2815,Opt-In,14
(670)677-8759,Opt-Out,7
(321)411-5250,Unkown,14
(433)368-6791,Opt-In,7
(754)458-9936,Opt-Out,45
(662)687-4535,Opt-In,14
(603)708-1786,Opt-In,14
(488)442-9320,Opt-In,30
(600)660-9910,Opt-In,45
(673)666-9536,Opt-Out,14
(303)583-4610,Opt-Out,21
(499)407-4593,Opt-Out,14
(406)479-5449,Opt-In,21
(305)328-6519,Opt-In,7
(697)601-3126,Opt-In,30
(353)793-8873,Opt-In,21
(776)435-9057,Unkown,21
(770)551-7141,Unkown,14
(579)472-3081,Unkown,21
(421)634-9540,Opt-Out,30
(740)730-4599,Unkown,45
(527)586-3312,Opt-In,21
(576)333-6370,Opt-Out,14
(622)454-5128,Unkown,45
(245)467-2348,Unkown,14
(484)667-4446,Opt-Out,14
(205)399-0114,Opt-Out,7
(563)777-4441,Opt-Out,14
(405)424-9027,Opt-In,14
(415)406-1797,Opt-In,30
(663)662-9830,Opt-In,7
(770)691-3051,Opt-In,21
(344)446-1217,Unkown,30
(749)610-5177,Opt-Out,30
(292)612-4667,Opt-Out,21
(462)341-3938,Opt-In,21
(398)676-6481,Opt-Out,7
(664)330-1223,Opt-In,45
(787)562-6730,Opt-Out,45
(674)348-1057,Opt-In,45
(788)487-9015,Opt-In,14
(377)378-6399,Unkown,7
(504)373-4105,Unkown,30
(367)382-4838,Opt-In,7
(456)704-7320,Opt-In,14
(343)744-3552,Opt-In,30
(425)748-2543,Opt-In,30
(473)716-7702,Opt-In,7
(616)659-7802,Unkown,14
(662)642-2899,Unkown,21
(690)390-8576,Opt-Out,21
(255)460-1959,Opt-In,21
(595)774-8458,Unkown,21
(701)424-1029,Opt-Out,7
(293)563-4917,Opt-In,21
(207)430-4886,Opt-In,21
(401)524-9496,Opt-In,21
(499)363-3383,Opt-Out,30
(469)596-3370,Opt-Out,45
(438)696-8408,Unkown,7
(642)464-2755,Opt-In,21
(562)353-3964,Opt-In,14
(537)747-9617,Opt-Out,30
(777)578-1704,Unkown,21
(492)763-8353,Opt-Out,45
(711)512-5913,Opt-In,45
(732)608-4699,Unkown,30
(364)495-7574,Opt-In,21
(629)583-1565,Unkown,45
(515)405-2761,Opt-In,7
(455)368-0295,Opt-Out,30
(493)722-8236,Unkown,30
(479)531-5673,Opt-In,14
(568)704-8167,Opt-In,21
(533)485-7759,Opt-In,21
(480)398-1339,Unkown,21
(396)498-0204,Opt-Out,45
(283)623-7420,Opt-Out,14
(592)364-4566,Opt-In,7
(543)539-3942,Opt-In,45
(391)636-3647,Opt-Out,21
(238)519-8475,Opt-In,30
(680)449-0600,Opt-In,7
(483)423-2601,Opt-In,14
(593)769-6395,Opt-Out,14
(638)393-6052,Opt-In,30
(542)689-0572,Opt-In,45
(323)706-6668,Opt-In,45
(458)458-1975,Opt-In,21
(256)354-1918,Opt-In,30
(583)305-5830,Opt-In,7
(532)785-3986,Opt-In,30
(335)591-5258,Unkown,7
(389)464-8906,Unkown,14
(225)715-5636,Opt-Out,14
(464)312-7153,Unkown,21
(258)572-4262,Opt-Out,7
(418)502-7071,Opt-In,21
(740)700-7264,Unkown,7
(787)335-4128,Opt-In,14
(303)787-0417,Opt-In,30
(223)426-7125,Opt-In,45
(210)711-9263,Opt-In,30
(787)507-0744,Opt-In,7
(258)627-6047,Opt-In,21
(516)709-5492,Opt-In,30
(432)769-1175,Opt-In,45
(763)377-2745,Opt-In,14
(429)710-5613,Opt-In,30
(545)422-7373,Opt-In,45
(484)656-0561,Unkown,7
(549)540-0272,Opt-Out,14
(590)754-4618,Opt-Out,7
(798)348-4853,Opt-In,45
(790)371-9626,Opt-In,7
(709)382-1619,Unkown,45
(221)607-6592,Opt-In,21
(637)770-5194,Opt-Out,7
(545)331-0427,Unkown,21
(219)508-9542,Opt-In,7
(392)512-4898,Opt-Out,30
(323)750-3803,Opt-In,21
(738)541-9229,Opt-In,45
(747)526-2681,Opt-In,14
(443)693-7608,Opt-Out,45
(733)632-0787,Opt-In,7
(766)338-2058,Opt-Out,7
(592)333-1657,Unkown,30
(354)602-8186,Opt-In,30
(691)625-9309,Unkown,7
(454)594-6629,Unkown,45
(643)734-4867,Opt-In,30
(382)774-4061,Opt-Out,45
(329)558-2128,Opt-In,30
(234)774-8208,Opt-In,14
(460)633-1755,Opt-Out,21
(768)475-6292,Unkown,14
(248)577-8361,Opt-In,14
(672)694-1461,Opt-In,21
(687)668-2291,Opt-In,14
(571)713-2489,Opt-In,30
(234)584-7183,Opt-In,14
(233)333-6798,Unkown,7
(299)588-4251,Opt-In,7
(664)500-4752,Opt-Out,45
(519)620-3316,Unkown,45
(606)674-6383,Opt-In,21
(213)488-6402,Opt-Out,30
(483)506-3484,Opt-In,14
(463)675-7150,Opt-In,30
(741)514-2657,Opt-In,21
(439)438-2464,Opt-Out,30
(410)476-5813,Opt-In,14
(587)468-8205,Opt-Out,14
(519)408-9635,Opt-In,7
(323)795-6412,Opt-In,7
(571)649-8471,Opt-In,14
(209)663-7021,Opt-Out,30
(671)466-9854,Opt-In,30
(384)497-5772,Opt-In,30
(764)584-4868,Opt-In,14
(384)465-8378,Opt-Out,7
(396)635-7482,Opt-In,7
(348)358-3422,Opt-Out,7
(495)663-1877,Unkown,30
(312)694-7230,Unkown,21
(548)753-2228,Opt-In,45
(302)310-4085,Opt-Out,14
(690)411-6187,Opt-In,7
(568)787-6499,Opt-In,7
(227)779-2381,Unkown,45
(465)363-9686,Opt-In,21
(702)473-6307,Opt-In,21
(446)522-5379,Unkown,30
(564)793-6082,Opt-In,21
(683)787-6852,Opt-In,14
(567)376-3453,Unkown,7
(311)389-8929,Opt-Out,21
(578)310-6441,Opt-In,7
(355)448-5604,Opt-In,14
(457)714-6922,Opt-Out,30
(598)654-9620,Opt-Out,14
(731)740-3625,Opt-Out,14
(273)765-8426,Opt-In,14
(686)468-9268,Opt-In,45
(413)388-5862,Unkown,7
(725)410-7833,Opt-Out,30
(239)789-4156,Opt-In,21
(593)323-8828,Opt-In,21
(742)663-7277,Unkown,21
(309)792-2766,Opt-Out,45
(385)751-5286,Opt-In,14
(789)322-7812,Opt-In,30
(247)791-7723,Opt-In,45
(628)462-7438,Opt-In,45
(679)337-7811,Opt-In,30
(221)547-7457,Opt-In,21
(359)660-2633,Opt-In,30
(612)594-1239,Opt-In,21
